mts,open,close,high,low,volume
1631920500000,47108.0,47112.0,47274.0,47091.0,32.88270985
1631921400000,47109.0,47250.0,47280.0,47109.0,8.14140411
1631922300000,47258.0,47296.0,47325.98410757,47211.0,5.97446705
1631923200000,47296.15646179,47351.0,47366.0,47171.0,8.94139273
1631924100000,47350.0,47217.0,47350.0,47201.0,6.12691381
1631925000000,47215.0,47129.0,47246.84214471,47123.0,61.9912048
1631925900000,47129.0,47371.0,47371.0,47066.0,32.65510005
1631926800000,47371.46361512,47541.0,47549.0,47353.0,15.8933211
1631927700000,47542.0,47508.0,47597.06283252,47431.0,6.81067595
1631928600000,47508.65664571,47644.0,47684.0,47485.0,35.52073157
1631929500000,47644.0,47617.0,47690.0,47601.0,6.0604216
1631930400000,47618.0,47600.0,47643.0,47570.0,4.9461181
1631931300000,47594.0,47614.0,47700.0,47580.0,9.0361968
1631932200000,47618.0,47670.0,47670.0,47618.0,1.32405634
1631933100000,47670.0,47676.0,47689.0,47642.0,3.91640178
1631934000000,47675.0,47757.0,47778.0,47675.0,10.1588437
1631934900000,47746.0,47852.0,47938.0,47746.0,35.45361047
1631935800000,47850.76096897,47834.0,47912.0,47799.0,7.05845311
1631936700000,47830.0,47940.0,48003.0,47830.0,12.8680655
1631937600000,47952.0,47988.0,48043.0,47944.0,26.71329683
1631938500000,47988.0,48122.0,48122.0,47988.0,10.6494425
1631939400000,48122.0,48279.0,48339.0,48121.94961087,46.20064014
1631940300000,48280.0,48346.0,48346.0,48177.0,41.34787806
1631941200000,48345.91962362,48312.0,48502.0,48307.0,47.41759415
1631942100000,48329.0,48338.45542543,48437.0,48329.0,15.93451288
1631943000000,48345.0,48415.0,48415.0,48331.0,62.82449233
1631943900000,48415.0,48693.0,48759.0,48415.0,154.78564395
1631944800000,48693.0,48712.0,48819.0,48675.0,72.93774684
1631945700000,48701.0,48646.0,48701.0,48644.0,18.94111988
1631946600000,48645.0,48667.0,48667.0,48539.0,56.6396613
1631947500000,48666.07307743,48601.0,48723.0,48575.0,29.20604793
1631948400000,48600.0,48721.0,48733.0,48600.0,8.61487286
1631949300000,48721.0,48643.0,48722.0,48638.0,28.87974144
1631950200000,48644.0882909,48555.0,48665.0,48555.0,15.58344512
1631951100000,48555.0,48647.0,48648.0,48532.0,10.12110444
1631952000000,48648.0,48700.0,48753.0,48647.0,38.19959841
1631952900000,48700.0,48653.0,48705.0,48650.0,6.08520915
1631953800000,48653.0,48686.0,48767.0,48653.0,14.06499072
1631954700000,48685.0,48668.0,48685.0,48608.0,6.62042803
1631955600000,48671.0,48713.24265181,48800.0,48671.0,45.40178339
